"TYNDP 2024 - General information on transmission projects",,,,,,,,,,,,,,,,,,"Needs addressed by the project",,,,"Expected transfer capacity increase",,,"CBA"
"Project ID","Project Name","Description of the project","Promoters","Country","National development plan(s)","Commissioning Year estimated by the promoter","Status ID
1 : Under Consideration,
2 : In Planning but not permitting,
3 : In permitting,
4 : Under Construction","Is the project cross-border?","Is the project internal?","Type of project - Is it an upgrade of existing infrastructure?","Is the project on the 5th PCI list?","PCI number","Reason for investment clustering","Inclusion in previous TYNDPs","Is the project in the 2030 reference grid?","Is the project in the 2035 reference grid?","Where can one find more information on the project? (ex: project website url)","Needs addressed by the project","Explanation by the promoter on how the project addresses the need","Relevant system needs study results in 2030
(Border - Capacity Increase)","Relevant system needs study results in 2040 (Border or country - Capacity Increase - Storage flexibility)","Border","Transfer capacity increase A-B (MW)","Transfer capacity increase B-A (MW)","Comments on CBA results by the project promoter"
341,"North CSE Corridor","This project will consist of four investments. The investments of this project are SS 400/110 Belgrade 50, OHL 400 kV SS Belgrade 50 - WPP Cibuk, new line OHL 400 kV Portile de Fier (RO) - Djerdap 1 (RS) and and reconductoring of the 220 kV double circuit OHL Portile de Fier – Resita. Every investment included in this project represents a segment of the new significant corridor in the East-to-West direction, boasting the massive cross-border impact on the boundary between Serbia and Romania. This, in detail, means that the project will enhance the market integration in the region, allowing the lower difference in marginal energy costs, allow the connection of huge capacities of renewable sources that have applied for connection in the observed area (only in Serbia, there is way over 3 GW of new wind and solar power plants foreseen in the Banat region) and affect the security of supply in the aforementioned region by increasing the available balancing capacity across the mentioned border. New renewable capacities, enabled for connection by project's commissioning, will change the generation mix in Serbia and provide a boost for green transition in the Southeast Europe region.","EMS, Transelectrica","RO ;RS","Plan razvoja prenosnog sistema Republike Srbije za period 2021 - 2030 (Serbian national TYNDP 2021-2030), page 149 and 215 - available at: https://ems.rs/wp-content/uploads/2022/07/Plan-razvoja-prenosnog-sistema-2.pdf. Plan de Dezvoltare RET 2022-2031 (Transelectrica development plan 2022-2031), pages 76, 78 and 85 - available at: https://www.transelectrica.ro/ro/web/tel/planul-de-dezvoltare-ret-2022-2031","2029",2,"True","False","MostlyNew","False",,"These investments will help the evacuation of RES in North-East part of Serbia and enhance energy exchange in the East-West corridor.","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True",,"Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to address system adequacy deficiencies

Infrastructure and/or market design to provide balancing flexibility (e.g. international pooling / sharing of reserves, coordinated development of reserve capacity)

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","As the project contributes to the increase of the transfer capacity across the border between Serbia (non-EU) and Romania (EU), it is safe to claim that it will enhance market integration in the region and reduce price differentials, as requested by this criterion.

The internal investments in Serbia, included in the scope of North CSE Corridor, are foreseen to mitigate the risks of potential blackouts in the Belgrade region. Investment SS Belgrade West will provide major help in reducing the loading of the existing 400/x and 220/x kV substations in Srem area.

Due to the fact that the commissioning of this project creates an additional energy corridor between Serbia and Romania, as confirmed by the NTC calculations, it can be claimed that it will, among other benefits, prove to be a major asset in the balancing flexibility area for both sides.

As the Banat region in the close proximity of the border between Serbia and Romania offers a great possibility for the connection of renewable sources, the investments enveloped by this project will most certainly help the safe and reliable evacuation of the produced energy to the systems of interest.

","Romania - Serbia - 844
","Romania - Serbia - 1524 - 
","RO00-RS00","680","720",
342,"Central Balkan Corridor","This corridor will enable transmission of energy from east to west on the border between Bulgaria to Serbia and further towards Montenegro and Bosnia and Herzegovina. This corridor will be directly connected with project Transbalkan corridor (therefore, enabling the connection between Bulgarian energy market and Italian energy market), which represents a direct prerequisite for achieving the expected benefits of the Central Balkan corridor. Among the numerous other positive effects expected once this project is commissioned, the increase of NTCs on the borders between the involved countries (implying both the market integration and additional resources in securing the reliability of transmission systems' operation) can be seen as one of the most prominent. These sections could also prove to be a strong asset in fully utilizing the hydro potentials of Western Serbia, as well as the tool for increasing the security of supply to the demand located in the Central Serbia. In addition, the line from SS Jagodina 4 to SS Pozarevac 3 will enable more efficient evacuation of energy from the RES in Banat and Kostolac regions in Serbia, allowing the higher share of this type of sources in the Serbian generation mix in the upcoming years.","JSC EMS, ESO EAD","BG ;RS","Plan razvoja prenosnog sistema Republike Srbije za period 2021 - 2030 (Serbian national TYNDP 2021-2030), page 124; URL: https://ems.rs/wp-content/uploads/2022/07/Plan-razvoja-prenosnog-sistema-2.pdf","2034",2,"True","False","MostlyUpgrade","False",,"These investments will form a new 400 kV corridor from Bulgaria, through Serbia to the border with the Bosnia and Herzegovina and Montenegro. New corridor will enable evacuation of energy from new RES in Bulgaria to the western part of Balkan region and significantly enhance the security of supply in the central parts of Serbia.","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True","https://ems.rs/wp-content/uploads/2022/07/Plan-razvoja-prenosnog-sistema-2.pdf","Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to address system adequacy deficiencies

Improve system flexibility and stability e.g. improve system or local ramp rate, improve transient stability or RoCoF to meet system Needs.

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","The Central Balkan corridor, among other investments, also includes strengthening of the interconnections in the CSE region (that involves both EU (Bulgaria) and non-EU countries), enhancing the market integration in the area of interest and, hence, succeeding in reducing the price differentials.

As the project envelops the replacement of severely ageing 220 kV infrastructure in Central Serbia with the new 400 kV lines and substations, it is expected to significantly improve the system reliability in this area, thus reducing the possibility of putting the security of supply at risk in some operational regimes.

Since the Central Balkan corridor strengthens the connections between Serbia and several neighboring countries, it is most certainly envisaged as valuable improvement regarding the system flexibility, the full impact of which becoming apparent in the light of rapidly developing renewable energy sources in the CSE region.

This project affect the RES integration in a manner similar to one relevant for the Project 227 (Transbalkan Corridor), focusing, among other benefits, on strengthening the lines in Western Serbia, near the Drina river, offering great potential for the energy production in the hydro plant capacities.

","Montenegro - Serbia - 840
Bosnia-Herzegovina - Serbia - 2310
Bulgaria - Serbia - 1490
","Montenegro - Serbia - 840 - 
Bosnia-Herzegovina - Serbia - 1200 - 
Bulgaria - Serbia - 1490 - 
","BG00-RS00","490","270",
343,"CSE1 New","The project will contribute in strengthen Croatian transmission grid along its main north-south axis (in parallel with eastern Adriatic coast) allowing for additional long-distance power transfers (including cross border) from existing and new planned power plants (RES/wind/ and conventional/hydro and thermal/) in Croatia (coastal parts) and BiH to major consumption areas in Italy (through Slovenia) and north Croatia. The increased transfer capacity will support market integration (particularly between Croatia and Bosnia-Herzegovina) by improving security of supply (also for emergency situations), achieving higher diversity of supply & generation sources and routes, increasing resilience and flexibility of the transmission network.","HOPS, NOS-BIH","BA ;HR","Desetogodišnji plan razvoja hrvatske prijenosne mreže 2022.-2031. s detaljnom razradom za početno trogodišnje i jednogodišnje razdoblje, Croatia, 2022, Page 78-81, Page 106; Dugoročni plan razvoja prenosne mreže 2021-2030, Bosnia-Herzegovina, 343-CSE New 1 page 45, chapter 8.17","2035",2,"True","False","New","False",,"The Project implies increasing of transfer capacity between HR and BA by construction of new SS 400/110 kV Lika and its connection to an existing SS 400/220/110 kV Melina, SS 400/220/110 kV Konjsko and SS 400/110 kV Tumbri in HR, and to an existing SS 400/110 kV Banja Luka in BA.","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True",,,,"Bosnia-Herzegovina - Croatia - 500
","Bosnia-Herzegovina - Croatia - 1000 - 
Croatia -  - <1000
","BA00-HR00","644","298",
346,"ZuidWest380 NL Oost","New 380 kV connection between Rilland and Tilburg including new substation.","TenneT-NL","BE ;NL","https://tennet-drupal.s3.eu-central-1.amazonaws.com/default/2024-01/IP2024_Netopland_01-1-2024_0.pdf  on page 95 (paragraph 8.2.2)","2030",3,"False","True","New","False",,,"TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True","http://www.zuid-west380kv.nl/ (in Dutch)",,,"Belgium - The Netherlands - 1000
","Belgium - The Netherlands - 1000 - 
Belgium -  - <1000
The Netherlands -  - 1000 - 5000
","BE00-NL00","1000","0",
349,"MaresConnect","MaresConnect is a 750MW HVDC, subsea power interconnector between Ireland (Maynooth) and Wales (Bodelwyddan).

MaresConnect will consist of two converter stations – one located close to the final agreed transmission substation in the greater Dublin region and the other close to the Bodelwyddan 400kV substation in Denbighshire – connected by two High Voltage Direct Current cables under the Irish Sea. The cable route passes underground from Bodelwyddan to the coast and heads west under the seabed across the Irish Sea to landfall north of Dublin Bay and continues underground to the final agreed connection point.","MaresConnect Limited","GB ;IE","Ireland:   The Irish National Policy Statement on Electricity Interconnection published in July 2023 confirms Ireland’s commitment to further interconnection between Ireland and GB by 2030. Refer to commitment 5 on page 3 of the Policy Statement: https://www.gov.ie/pdf/?file=https://assets.gov.ie/265251/7b3080d8-fa48-4011-9a77-1580abf8a9ff.pdf#page=null. MaresConnect is the only project between Ireland and GB which has applied for regulatory approval in Ofgem’s current window 3 for cap and floor interconnectors and is therefore being advanced by the CRU as the Ireland-GB project with the most realistic prospect of connecting by 2030. In the DNV report which accompanied the Policy Statement, MaresConnect is included in the report, see section 4.3.3 ‘2030 Planned Capacity’ page 8.  https://www.gov.ie/pdf/?file=https://assets.gov.ie/265468/14606532-28d5-4108-b315-6c4f6327e64d.pdf#page=null  Project Ireland 2040 National Development Plan 2021-2030.: Page 37, 127,  The reliability of electricity supplies will be strengthened through investment in the electricity transmission and distribution grid and through further interconnection with other electricity markets, including the Celtic Interconnector to France and further interconnection to the UK.  https://www.gov.ie/pdf/?file=https://assets.gov.ie/200358/a36dd274-736c-4d04-8879-b158e8b95029.pdf#page=null The Project is included in All-Island Generation Capacity Statement 2021-2030 . ""In Ireland, there is a further interconnector project (MARES Connect) from Ireland to GB, it is part of a wider project that includes a sea water pumped hydro station"" (please note the current project excludes the pumped hydro station and is point to point interconnector only).  https://www.soni.ltd.uk/media/documents/208281-All-Island-Generation-Capacity-Statement-LR13A.pdf  MaresConnect has applied to EirGrid for a connection agreement. Supporting documents are provided with this application as evidence.   United Kingdom:   MaresConnect is included in the GB Transmission Entry Capacity (TEC) register maintained by National Grid ESO, which can be found at Interconnector Register | ESO (nationalgrideso.com)   MaresConnect has entered into GB's framework agreement for the Connection Use of System Code (CUSC) on 1 October 2018 and is required to demonstrate compliance with all aspects of the regulations governing access to GB's national electricity transmission system.  Copies of MaresConnect’s current construction agreement and bilateral connection agreement are included as supporting documents with this application. MaresConnect was granted an interconnector licence by Ofgem on 27 June 2022 and as part of the license conditions has agreed to be bound by the UK's 1989 Electricity Act. MaresConnect Limited - Notice of grant of an electricity interconnector licence | Ofgem  In addition, in February 2023 Ofgem announced that MaresConnect has passed Ofgem’s interconnector Cap & Floor Window 3 eligibility criteria and will now progress to the next stage. https://www.ofgem.gov.uk/publications/decision-project-eligibility-third-cap-and-floor-window-electricity-interconnectors","2029",3,"True","False","New","False",,"MaresConnect is composed of an HVDC system which shall link the electricity grids of Ireland and Great Britain via submarine cables running between converter stations in Ireland and Wales. It is a High Voltage Direct Current (HVDC) connection capable of providing capacity of 750 MW, flowing in both directions (import / export). This system shall consist of convertor stations at Bodelwyddan in Wales and adjacent to the connection point in the Greater Dublin area, linked by a HVDC submarine cable. At each of these locations there is an interface with the TSO’s 245kV or 400kV AC networks with associated infrastructure including connection bays .","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False","Please see our website at 

https://www.maresconnect.ie",,,"Great-Britain - Ireland - 1450
","Great-Britain - Ireland - 1954 - 
Ireland -  - 1000 - 5000
","IE00-UK00","750","750",
350,"South Balkan Corridor","This project consists of two investments:  400 kV OHL Bitola(MK)- Elbasan(AL)  and  400/110 kV SS Ohrid, in Macedonia. 
The interconnection contributes to increasing the transmission capacity in the East-West direction.
The mentioned SS  will increase the security of supply in the SouthWest part of the FYR of Macedonia.
Construction of 400 kV OHTL interconnection from SS Bitola 2 to Macedonian/Albanian border and SS 400/110 kV Ohrid
400 kV interconnection transmission line Bitola (Macedonia) - Elbasan (Albania) is the last part of the implementation of the Corridor 8 in the context of creating a corridor East-West power transmission corridor between Bulgaria, Macedonia, Albania and Italy.","MEPSO","AL ;MK","2023","2026",4,"True","False","New","False",,"The construction of investment 1622 (interconnection Bitola - Elbasan) will enable the connection of investment 1623 (SS Ohrid), it will improve the voltage conditions in the southwestern part of Macedonia and contribute to the security of supply.","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","True","True","https://author.energy-community.org/enc-author-prd/enc/regionalinitiatives/infrastructure/PLIMA/EL13.html
https://www.mepso.com.mk/index.php/en/bit-elb-en/",,,,"Albania - Greece - 1000 - 
Greece - North Macedonia - 1000 - 
","AL00-MK00","500","500",
375,"Lienz (AT) - Veneto region (IT) 220 kV","Reconstruction of the existing 220kV-interconnection line between Lienz and Veneto Region (IT). The project includes the adjustment of power regulation devices.","Austrian Power Grid, Terna","AT ;IT","Piano di Sviluppo 2023 – Avanzamento Piani di Sviluppo Precedenti – Avanzamento Nord Est - https://www.terna.it/it/sistema-elettrico/rete/piano-sviluppo-rete; page n.38, Italy; Austrian: National development plan: http://www.apg.at/en/netz/netzausbau/Netzentwicklungsplan","2035",2,"True","False","Upgrade","True","2.8",,"TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True","Italian Development Plan:
http://www.terna.it/it-it/sistemaelettrico/pianodisviluppodellarete/pianidisviluppo.aspx

Austrian: National development plan:
https://www.apg.at/en/power-grid/grid-expansion/","Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to address system adequacy deficiencies

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","This project contributes to lower the price differentials between Italy North and Austria market area.

This project will contribute to reduce system adequacy deficiencies by increasing transmission capacity.

This project will improve the integration of italian RES generation.

","Austria - Italy - 500
","Austria - Italy - 1000 - 
Austria -  - <1000
Italy -  - 1000 - 5000
","AT00-ITN1","500","500",
376,"Refurbishment of the 400kV Meliti(GR)-Bitola(MK) interconnector","The project aims at the reconductoring of the already existing 400kV interconnection line between Meliti (GR) and Bitola (MK), in order to increase transfer capacity between the power systems of Greece and North Macedonia.","Admie, MEPSO","GR ;MK",,"2035",1,"True","False","Upgrade","False",,,"TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False",,"Infrastructure to facilitate and accommodate future scenarios, cross-border flows or loop flows.

Infrastructure and/or market design to provide balancing flexibility (e.g. international pooling / sharing of reserves, coordinated development of reserve capacity)

Infrastructure to tackle a Need identified by one of the European ITEG indicators referring to the 15% interconnection target for 2030:
1. Reduce the price differential between EU countries to below 2EUR/MWh.
2. Contribute to pushing ratio between nominal transmission capacity and installed RES capacity past 30%.
3. Contribute to pushing ratio between nominal transmission capacity and peak load past 30%.

","In the horizons of the TYNDP 2024 System needs study, opportunity for increasing the cross-border capacity on the GR-MK border is indicated.

The project, as an upgrade of the existing Meliti(GR)-Bitola(MK) interconnector, will provide balancing flexibility to the Greek and North Macedonian power systems.

Project implementation will contribute to a further improvement of the following ITEG indicators: 2. pushing ratio between nominal transmission capacity and installed RES capacity past 30%

","Greece - North Macedonia - 500
","Greece - North Macedonia - 1000 - 
","GR00-MK00","500","500",
377,"Upgrade BE-NL interconnector VanEyck-Maasbracht","This study envisions an upgrade of the existing interconnector VanEyck-Maasbracht between Belgium and the Netherlands making use of PSTs and/or HTLS technology.The study will determine the appropriate implementation option and timing, taking into account
- The already planned upgrade of  the Zandvliet-Rilland interconnector on the BE-NL border (see project 262)
- The synchronisation with developments in the NL-DE border

Project motivation:
A need has been identified to further develop interconnection capacity on the BE-NL border, hereby alleviating VanEyck-Maasbracht as bottleneck. This project effectively increases the degree of interconnectivity between the Belgian and Dutch bidding zone. RES integration implies higher flows in the meshed AC-grid and thus increases the need for cross border transmission capacity. This project satisfies this need in a cost-efficient manner. This project is likely to increase the potential for imbalance netting & reserve sharing due to increased remaining available margins of the cross border transmission capacity. PSTs will also help to balance the flows over the different cross border lines of the Belgian Dutch interconnection.","Elia, TenneT-NL","BE ;NL","NDP1, Belgium, 2020-2030, §4.2.3.1, https://www.elia.be/-/media/project/elia/elia-site/infra-and-projects/investment-plans/federal-development-plan-2020-2030/fr/20190516_plan-de-developpement-federal_fr.pdf","2032",1,"True","False","Upgrade","False",,,"TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True","More information about the project can be found following this link:
- National Development Plan: https://www.elia.be/nl/infrastructuur-en-projecten/investeringsplannen/federaal-ontwikkelingsplan-2024-2034","Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to tackle a Need identified by one of the European ITEG indicators referring to the 15% interconnection target for 2030:
1. Reduce the price differential between EU countries to below 2EUR/MWh.
2. Contribute to pushing ratio between nominal transmission capacity and installed RES capacity past 30%.
3. Contribute to pushing ratio between nominal transmission capacity and peak load past 30%.

Infrastructure to facilitate and accommodate future scenarios, cross-border flows or loop flows.

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","The Project increases the crossborder capacity between Belgium and the Netherlands.

The Project increases the crossborder capacity between Belgium and the Netherlands.

The Project increases the crossborder capacity between Belgium and the Netherlands.

The Project increases the crossborder capacity between Belgium and the Netherlands allowing the efficient integration of renewables.

","Belgium - The Netherlands - 1000
","Belgium - The Netherlands - 1000 - 
Belgium -  - <1000
The Netherlands -  - 1000 - 5000
","BE00-NL00","1000","1000",
378,"Transformer Gatica","New tranformer 400/220 kV in existing Gatica subestation, with potential impact in cross border values","Red Eléctrica","ES","Spanish NDP, ""Plan de desarrollo de la red de transporte de energía eléctrica.Horizonte 2021-2026"" Project Label INT_ESP-FRA_2: Refuerzos interconexión España-Francia (Gatica) pg279","2027",2,"False","True","New","False",,,"TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","True","True","https://www.planificacionelectrica.es/proyectos  ;project label INT_ESP-FRA_2: Refuerzos interconexión España-Francia (Gatica)",,,,,"internalES00",,,
379,"Uprate Gatica lines","Uprate of the following 400kV lines that reach Gatica subestation : Gatica-Gueñes, Gatica-Amorebieta-Ichaso and Gatica-Azpeitia. This internal project has influence in the exchange capacity values between France and Spain, and it is directly related to the P16 Biscay Gulf.","Red Eléctrica","ES","Spanish NDP, ""Plan de desarrollo de la red de transporte de energía eléctrica.Horizonte 2021-2026"" Project Label INT_ESP-FRA_2: Refuerzos interconexión España-Francia (Gatica) pg279","2026",2,"False","True","Upgrade","False",,"The uprate to increase the capacity of the 3  400kV lines connected to the Gatica subestation are clustered as they serve for the same purpose and have overloads in case of failure of any of them, when the new project HVDC ES-FR is commissioned and connected to the Gatica subestation","TYNDP 2018
;TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","True","True","https://www.planificacionelectrica.es/proyectos  ;project label INT_ESP-FRA_2: Refuerzos interconexión España-Francia (Gatica)",,,,,"internalES00",,,
1034,"HVDC corridor from Northern Germany to Western Germany","Project 1034 consists of two new HVDC cable from Heide/West to Polsum and from Wilhelmshaven to Region Hamm. The HVDC have a transfer capacity of 2 GW each. The project is a grid expansion project for low-loss transmission of high power over long distances from Northern Germany to the Ruhr-Area. Northern Germany is characterized by a large number of regenerative onshore and offshore energy sources which exceed the demand of Northern German loads. The Ruhr-Area, however, is a high-production region with large conventional generation capacity that has to be substituted by renewable generation capacity due to the German coal phase-out.","Amprion","DE","NDP, Germany, Netzentwicklungsplan 2037 Version 2022, Project DC21 and DC25, pp. 447","2032",2,"False","True","New","True","1.4.2 and 1.4.3","implementation as an energy corridor","TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","True","5th PCI-List: https://ec.europa.eu/energy/sites/default/files/fifth_pci_list_19_november_2021_annex.pdf
The project was part of the previous TYNDP 2022, Link to the Website: https://tyndp2022-project-platform.azurewebsites.net/projectsheets/transmission/1034
Further information of the project, its investments and their necessity particularly for the German Energiewende can be found in the German grid development plan (mostly in German):
http://www.netzentwicklungsplan.de/en/front
Bundesbedarfsplan 2024 (BBPIG):
https://www.netzausbau.de/Vorhaben/ansicht/de.html?cms_gruppe=bbplg&cms_nummer=48
https://www.netzausbau.de/Vorhaben/ansicht/de.html?cms_nummer=49&cms_gruppe=bbplg
More detailed information can be found on the project website (in German):
https://korridor-b.amprion.net/
Link to the website of the project: https://a-nord.amprion.net/
Link tot he current NDP: https://www.netzentwicklungsplan.de/sites/default/files/2024-04/NEP_2037_2045_V2023_Anhang_2E_Aktualisierung_April_2024.pdf
Add Link to the 6th PCI list: Delegated regulation - EU - 2024/1041 - EN - EUR-Lex (europa.eu)",,,,,"DE00-NL00
DE00-DKW
internalDE00","2950
0
4000","300
650
4000",
1039,"SE North-south long-term reinforcements","Replacement and upgrading of ageing overhead lines and reactive measures in substations and series compensations in order to increase capacity between SE2 and SE3.","Svenska Kraftnät","SE","Systemutvecklingsplan 2022-2031, Sweden, 2021, p. 142. {Available online: https://www.svk.se/siteassets/om-oss/rapporter/2021/svk_systemutvecklingsplan_2022-2031.pdf}","2040",1,"False","True","MostlyUpgrade","False",,"There are two parallel lines under consideration.","TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False","Svenska kraftnät has published a national development plan in 2021. The purpose of the plan is to be an investment plan for the following ten years, 2022-2031. The investment plan presents a detailed look of the projects Svenska kraftnät intends to realize under the stated time period. The plan is available in Swedish through the following link:
https://www.svk.se/siteassets/om-oss/rapporter/2021/svk_systemutvecklingsplan_2022-2031.pdf (Swedish)",,,,,"SE02-SE03","1000","1000",
1040,"LirIC","LirIC is a new HVDC sub-sea interconnector between Scotland and Northern Ireland.

LirIC is being developed to increase the level of interconnection between Scotland and Northern Ireland addressing a market need and resulting in welfare generation opportunities in GB and consumer benefit in Ireland. A second beneficial driver for the project is the alleviation of Ireland's synchronous generation constraint, where there is an imposed limit on the level of demand that can be met by wind. These two effects result in significant benefit for British exports to Ireland to exploit wholesale power price arbitrage and Irish exports to Britain to avoid wind curtailment.","Transmission Investment","GB","No, however concept positively evaluated in NGESO Network Options Assessment, chapter 6, page 86 - see ref below","2030",1,"False","True","New","False",,"N/A - No clustering","TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False",,,,"Great-Britain - Island of Ireland - 1450
","Great-Britain - Island of Ireland - 1954 - 
Island of Ireland -  - 1000 - 5000
","UKNI-UK00","700","700",
1041,"GREGY Green Energy Interconnector","GREGY concerns the development of a new green energy highway within the Mediterranean Basin, by interconnecting Egypt and Greece.
GREGY aims to interconnect Egypt and Greek mainland with a HVDC submarine cable of about 954 km in length, together with the necessary interconnection infrastructure at the two countries. GREGY will supply renewable power on a permanent basis (8760 h) not exceeding the capacity of 3000MW. GREGY has a bi-directional capability.
GREGY will transfer 100% RES generated electricity originating from Wind and PV farms. It will transfer the green energy produced by the 9.5 GW of wind and PV parks that Copelouzos Group has under development in Egypt. Moreover, Egypt’s Sustainable Development Strategy: EGYPT VISION 2030 sets the target at 61GW RES installed capacity by 2035.
GREGY will allow 100% RES energy exports, contractually ensured by bespoke Power Purchasing Agreements, from Egypt to Greece, contributing to a significant increase of RES participation in the energy mix and reduction of CO2 emissions of the power sector.
Furthermore, benefits such as market coupling, enhanced security of supply and socio-economic welfare are enabled through GREGY establishing a new interconnection between two large synchronous areas.","ELICA MEDITERRANEAN ELECTRICAL INTERCONNECTION SINGLE-MEMBER S.A.","EG ;GR","The project is included in the annual report 2020/2021 of the Egyptian Electricity Holding Company. Also, the Greek TSO i.e., IPTO has confirmed that the project will be included in the next National Development Plan 2024-2033. EEHC annual report and IPTO letter are uploaded on the platform.","2030",1,"True","False","New","True","2.13",,"TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False",,"Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to facilitate and accommodate future scenarios, cross-border flows or loop flows.

Infrastructure and/or market design to provide balancing flexibility (e.g. international pooling / sharing of reserves, coordinated development of reserve capacity)

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","GREGY establishes a high capacity connection route between southeast Europe and Egypt along with nearby power systems, enabling electricity trading. Therefore, it will constitute a critical asset towards coupling of power markets of EU with North Africa and the Middle East.

Higher transmission capacity will be necessary to accommodate new flows due to higher RES penetration. GREGY can contribute with releasing capacity (602-1081 MW/h) at the borders of Greece with Bulgaria and Italy, in addition to the bi-directional power flow between Egypt and Greece.

GREGY interconnector will enable access to new balancing sources for both Greek and Egyptian power systems. The high capacity of GREGY will permit trading of significant volumes of balancing and reserve services, increase flexibility and allow optimal operation of variable RES.

Implementation of GREGY transferring 100% RES (which can be 1) consumed in Greece, 2) used for producing green H2, 3) transferred to Europe) shall lead to significant reduction of RES curtailment. Such green energy will be secured by long-term PPAs with RES producers in Egypt

",,,"GR00-EG00","3000","3000",
1046,"Finnish North-South reinforcement","This project consists of several 400 kV overhead lines built in the north-south direction inside Finland (+other required investments to achieve the full capacity). The project is built to increase the North-South transmission capacity thus enabling the integration of new renewable generation in northern Finland and transfer of power to the consumption centers in the south.","Fingrid","FI","Fingrid's Main grid development plan 2024–2033, available here: https://www.fingrid.fi/globalassets/dokumentit/fi/kantaverkko/kantaverkon-kehittaminen/fingrid_kehittamissuunnitelma_26_engb.pdf","2030",3,"False","True","New","False",,,"TYNDP 2020
;TYNDP 2022
;TYNDP 2024
","False","False","Fingrid's Main grid development plan 2024–2033, available here: https://www.fingrid.fi/globalassets/dokumentit/fi/kantaverkko/kantaverkon-kehittaminen/fingrid_kehittamissuunnitelma_26_engb.pdf","Infrastructure to reduce price differentials between EU and/or non-EU countries

Infrastructure to decarbonize other energy sectors. (e.g. Electrolysers, P2H, …)

Infrastructure to connect energy intensive industry to electricity network (e.g. data hubs,…)

Infrastructure designed to enable cost-efficient grid connection of high volumes of RES and/or reduce RES curtailment

","Enables Finland to provide full cross border capacity to Swedish and Estonian borders and thus reduces the price differentials between EU countries.

Supports the Finnish carbon neutrality goal 2035 by allowing the replacement of natural gas, coal and oil with clean electricity.

Supports the Finnish carbon neutrality goal 2035 by allowing the replacement of natural gas, coal and oil with clean electricity, including fossil free steel, data centers, battery manufacturing and hydrogen.

Increases the capability to transmit wind power from the northern and western parts to the southern parts of Finland.

",,,"internalFI00","3000","3000",
